Date,Product_Name,Category,Quantity_Sold,Price,Revenue,Region,Customer_Type
6/9/2025,Metformin,Diabetes,69,15,1035,North,Clinic
3/20/2025,Ibuprofen,Pain Relief,126,8,1008,East,Retail
8/13/2025,Aspirin,Tablet,182,7,1274,West,Clinic
11/29/2025,Paracetamol,Tablet,181,5,905,South,Hospital
6/14/2025,Cetirizine,Allergy,65,6,390,South,Retail
3/11/2025,Insulin,Diabetes,13,50,650,North,Hospital
9/19/2025,Amoxicillin,Antibiotic,158,20,3160,North,Clinic
9/13/2025,Omeprazole,Gastro,30,12,360,North,Retail
11/5/2025,Metformin,Diabetes,193,15,2895,South,Hospital
1/28/2025,Paracetamol,Tablet,71,5,355,North,Retail
6/10/2025,Amoxicillin,Antibiotic,162,20,3240,North,Retail
11/20/2025,Aspirin,Tablet,206,7,1442,West,Clinic
1/29/2025,Cetirizine,Allergy,169,6,1014,North,Hospital
3/8/2025,Aspirin,Tablet,200,7,1400,South,Retail
10/19/2025,Azithromycin,Antibiotic,47,25,1175,South,Clinic
9/20/2025,Amoxicillin,Antibiotic,84,20,1680,East,Hospital
5/2/2025,Insulin,Diabetes,115,50,5750,North,Clinic
6/7/2025,Azithromycin,Antibiotic,95,25,2375,East,Hospital
12/22/2025,Amoxicillin,Antibiotic,28,20,560,South,Hospital
3/30/2025,Omeprazole,Gastro,187,12,2244,South,Retail
10/11/2025,Cetirizine,Allergy,160,6,960,South,Clinic
10/5/2025,Amoxicillin,Antibiotic,178,20,3560,South,Clinic
3/30/2025,Paracetamol,Tablet,92,5,460,West,Retail
8/31/2025,Paracetamol,Tablet,121,5,605,West,Clinic
2/25/2025,Metformin,Diabetes,206,15,3090,East,Clinic
4/5/2025,Amoxicillin,Antibiotic,216,20,4320,South,Retail
10/14/2025,Omeprazole,Gastro,34,12,408,East,Hospital
10/10/2025,Cetirizine,Allergy,209,6,1254,West,Clinic
1/31/2025,Insulin,Diabetes,73,50,3650,East,Clinic
8/17/2025,Amoxicillin,Antibiotic,179,20,3580,South,Clinic
4/10/2025,Cetirizine,Allergy,85,6,510,North,Clinic
3/7/2025,Azithromycin,Antibiotic,43,25,1075,South,Retail
1/21/2025,Paracetamol,Tablet,75,5,375,East,Hospital
2/4/2025,Azithromycin,Antibiotic,116,25,2900,North,Retail
7/6/2025,Omeprazole,Gastro,92,12,1104,North,Hospital
10/9/2025,Amoxicillin,Antibiotic,103,20,2060,East,Retail
12/25/2025,Aspirin,Tablet,28,7,196,North,Clinic
3/8/2025,Insulin,Diabetes,79,50,3950,North,Hospital
8/26/2025,Metformin,Diabetes,59,15,885,East,Hospital
6/14/2025,Aspirin,Tablet,99,7,693,East,Hospital
7/25/2025,Paracetamol,Tablet,147,5,735,East,Hospital
10/24/2025,Azithromycin,Antibiotic,158,25,3950,West,Clinic
6/5/2025,Vitamin C,Supplement,166,10,1660,East,Retail
10/27/2025,Amoxicillin,Antibiotic,50,20,1000,East,Retail
2/16/2025,Amoxicillin,Antibiotic,135,20,2700,West,Hospital
5/6/2025,Metformin,Diabetes,147,15,2205,East,Hospital
11/16/2025,Insulin,Diabetes,231,50,11550,West,Retail
2/5/2025,Vitamin C,Supplement,187,10,1870,North,Clinic
10/19/2025,Aspirin,Tablet,57,7,399,East,Clinic
1/31/2025,Cetirizine,Allergy,20,6,120,North,Clinic
8/8/2025,Ibuprofen,Pain Relief,169,8,1352,South,Retail
12/10/2025,Amoxicillin,Antibiotic,210,20,4200,North,Retail
6/17/2025,Omeprazole,Gastro,80,12,960,East,Hospital
5/9/2025,Vitamin C,Supplement,20,10,200,North,Retail
12/24/2025,Azithromycin,Antibiotic,175,25,4375,East,Hospital
7/25/2025,Vitamin C,Supplement,68,10,680,East,Retail
3/5/2025,Ibuprofen,Pain Relief,98,8,784,South,Clinic
10/22/2025,Ibuprofen,Pain Relief,112,8,896,South,Clinic
4/15/2025,Insulin,Diabetes,157,50,7850,West,Retail
8/22/2025,Aspirin,Tablet,68,7,476,South,Clinic
4/25/2025,Vitamin C,Supplement,248,10,2480,South,Clinic
7/13/2025,Ibuprofen,Pain Relief,23,8,184,East,Hospital
3/1/2025,Cetirizine,Allergy,137,6,822,South,Clinic
9/20/2025,Amoxicillin,Antibiotic,131,20,2620,North,Retail
1/12/2025,Amoxicillin,Antibiotic,124,20,2480,West,Clinic
3/8/2025,Vitamin C,Supplement,200,10,2000,North,Retail
6/19/2025,Metformin,Diabetes,49,15,735,South,Clinic
8/30/2025,Omeprazole,Gastro,127,12,1524,North,Clinic
6/4/2025,Vitamin C,Supplement,90,10,900,North,Hospital
10/23/2025,Ibuprofen,Pain Relief,74,8,592,West,Hospital
9/6/2025,Amoxicillin,Antibiotic,247,20,4940,South,Clinic
9/18/2025,Vitamin C,Supplement,97,10,970,West,Clinic
1/30/2025,Cetirizine,Allergy,88,6,528,East,Hospital
2/27/2025,Omeprazole,Gastro,226,12,2712,North,Hospital
11/21/2025,Cetirizine,Allergy,48,6,288,South,Hospital
1/26/2025,Azithromycin,Antibiotic,145,25,3625,North,Clinic
4/4/2025,Paracetamol,Tablet,12,5,60,West,Hospital
10/15/2025,Ibuprofen,Pain Relief,52,8,416,East,Clinic
1/19/2025,Paracetamol,Tablet,67,5,335,East,Clinic
2/6/2025,Azithromycin,Antibiotic,51,25,1275,West,Clinic
12/11/2025,Azithromycin,Antibiotic,135,25,3375,North,Retail
11/28/2025,Ibuprofen,Pain Relief,53,8,424,West,Retail
12/3/2025,Cetirizine,Allergy,31,6,186,South,Hospital
2/9/2025,Amoxicillin,Antibiotic,73,20,1460,East,Retail
6/4/2025,Amoxicillin,Antibiotic,142,20,2840,North,Clinic
2/8/2025,Aspirin,Tablet,229,7,1603,South,Hospital
3/6/2025,Vitamin C,Supplement,19,10,190,North,Hospital
5/30/2025,Omeprazole,Gastro,108,12,1296,East,Clinic
5/16/2025,Cetirizine,Allergy,111,6,666,West,Hospital
5/10/2025,Cetirizine,Allergy,85,6,510,East,Retail
1/25/2025,Insulin,Diabetes,48,50,2400,West,Retail
6/29/2025,Cetirizine,Allergy,244,6,1464,South,Clinic
10/3/2025,Aspirin,Tablet,56,7,392,North,Hospital
2/2/2025,Paracetamol,Tablet,60,5,300,North,Hospital
5/25/2025,Azithromycin,Antibiotic,142,25,3550,East,Retail
1/31/2025,Paracetamol,Tablet,227,5,1135,North,Clinic
6/16/2025,Ibuprofen,Pain Relief,163,8,1304,North,Retail
10/3/2025,Vitamin C,Supplement,83,10,830,North,Clinic
7/17/2025,Vitamin C,Supplement,162,10,1620,West,Clinic
3/19/2025,Insulin,Diabetes,43,50,2150,West,Clinic
12/29/2025,Azithromycin,Antibiotic,71,25,1775,North,Clinic
8/7/2025,Metformin,Diabetes,165,15,2475,East,Clinic
2/19/2025,Cetirizine,Allergy,174,6,1044,West,Clinic
4/3/2025,Metformin,Diabetes,100,15,1500,South,Hospital
2/11/2025,Insulin,Diabetes,157,50,7850,East,Hospital
3/6/2025,Omeprazole,Gastro,104,12,1248,West,Retail
12/29/2025,Ibuprofen,Pain Relief,136,8,1088,East,Retail
6/28/2025,Omeprazole,Gastro,123,12,1476,West,Hospital
5/15/2025,Paracetamol,Tablet,210,5,1050,West,Hospital
3/11/2025,Amoxicillin,Antibiotic,172,20,3440,East,Retail
2/7/2025,Paracetamol,Tablet,120,5,600,West,Retail
8/21/2025,Cetirizine,Allergy,164,6,984,South,Retail
4/19/2025,Aspirin,Tablet,36,7,252,East,Hospital
3/9/2025,Metformin,Diabetes,133,15,1995,South,Retail
1/8/2025,Vitamin C,Supplement,119,10,1190,South,Hospital
4/13/2025,Insulin,Diabetes,43,50,2150,West,Hospital
7/17/2025,Amoxicillin,Antibiotic,70,20,1400,South,Retail
2/25/2025,Aspirin,Tablet,170,7,1190,North,Clinic
3/17/2025,Insulin,Diabetes,164,50,8200,East,Hospital
9/11/2025,Amoxicillin,Antibiotic,220,20,4400,East,Clinic
3/8/2025,Omeprazole,Gastro,88,12,1056,West,Retail
6/9/2025,Cetirizine,Allergy,26,6,156,West,Hospital
7/24/2025,Metformin,Diabetes,178,15,2670,North,Hospital
5/23/2025,Insulin,Diabetes,18,50,900,East,Hospital
3/3/2025,Omeprazole,Gastro,127,12,1524,South,Hospital
3/21/2025,Cetirizine,Allergy,116,6,696,East,Hospital
1/29/2025,Aspirin,Tablet,149,7,1043,South,Hospital
2/20/2025,Paracetamol,Tablet,53,5,265,West,Hospital
9/24/2025,Cetirizine,Allergy,153,6,918,North,Clinic
3/12/2025,Omeprazole,Gastro,215,12,2580,North,Retail
3/6/2025,Amoxicillin,Antibiotic,36,20,720,North,Retail
3/13/2025,Metformin,Diabetes,197,15,2955,South,Clinic
1/21/2025,Aspirin,Tablet,110,7,770,West,Clinic
1/19/2025,Cetirizine,Allergy,231,6,1386,East,Retail
3/5/2025,Azithromycin,Antibiotic,167,25,4175,West,Hospital
1/28/2025,Azithromycin,Antibiotic,115,25,2875,East,Hospital
11/6/2025,Paracetamol,Tablet,48,5,240,West,Hospital
8/22/2025,Ibuprofen,Pain Relief,16,8,128,South,Clinic
9/10/2025,Paracetamol,Tablet,121,5,605,East,Hospital
8/9/2025,Cetirizine,Allergy,154,6,924,North,Retail
7/12/2025,Ibuprofen,Pain Relief,128,8,1024,East,Hospital
4/18/2025,Paracetamol,Tablet,37,5,185,North,Retail
1/13/2025,Azithromycin,Antibiotic,137,25,3425,East,Retail
8/4/2025,Omeprazole,Gastro,215,12,2580,South,Clinic
1/25/2025,Insulin,Diabetes,163,50,8150,West,Clinic
9/11/2025,Amoxicillin,Antibiotic,103,20,2060,South,Clinic
8/26/2025,Vitamin C,Supplement,21,10,210,North,Retail
3/8/2025,Paracetamol,Tablet,101,5,505,West,Clinic
3/22/2025,Amoxicillin,Antibiotic,246,20,4920,South,Clinic
11/13/2025,Metformin,Diabetes,59,15,885,South,Hospital
4/27/2025,Ibuprofen,Pain Relief,11,8,88,West,Hospital
11/21/2025,Cetirizine,Allergy,212,6,1272,North,Retail
6/24/2025,Paracetamol,Tablet,213,5,1065,North,Retail
4/10/2025,Ibuprofen,Pain Relief,112,8,896,East,Retail
